0	13	16	4.000000
1	3	0	4.000000
2	3	21	9.000000
3	5	7	7.000000
4	9	10	1.000000
5	6	15	5.000000
6	23	24	9.000000
7	6	29	9.000000
8	10	28	9.000000
9	13	27	10.000000
10	18	8	8.000000
11	22	20	8.000000
12	23	13	7.000000
13	2	17	5.000000
14	22	11	4.000000
15	27	26	1.000000
16	12	19	4.000000
17	4	12	1.000000
18	8	1	10.000000
19	26	9	3.000000
20	29	16	6.000000
21	4	8	5.000000
22	14	17	1.000000
23	18	22	6.000000
24	9	25	10.000000
25	18	5	5.000000
26	9	17	7.000000
27	21	17	10.000000
28	27	11	3.000000
29	13	22	3.000000
30	19	0	5.000000
31	28	13	8.000000
32	12	10	8.000000
33	28	15	6.000000
34	15	2	5.000000
35	6	19	9.000000
36	22	16	2.000000
37	18	26	3.000000
38	5	29	9.000000
39	1	0	10.000000
40	22	7	4.000000
41	25	10	7.000000
42	13	6	9.000000
43	17	16	1.000000
44	15	10	3.000000
