0	43	46	4.000000
1	15	13	9.000000
2	48	49	4.000000
3	10	47	4.000000
4	3	0	4.000000
5	55	24	9.000000
6	6	20	1.000000
7	38	34	5.000000
8	2	42	8.000000
9	48	23	7.000000
10	13	31	9.000000
11	28	57	10.000000
12	40	56	1.000000
13	4	42	7.000000
14	50	18	9.000000
15	55	34	8.000000
16	9	31	10.000000
17	11	22	1.000000
18	16	27	4.000000
19	8	12	4.000000
20	53	14	4.000000
21	11	54	8.000000
22	57	42	4.000000
23	37	42	3.000000
24	7	24	7.000000
25	19	52	6.000000
26	20	58	3.000000
27	32	17	7.000000
28	54	47	6.000000
29	37	45	9.000000
30	21	52	8.000000
31	36	29	10.000000
32	29	1	7.000000
33	49	39	1.000000
34	27	6	5.000000
35	37	26	2.000000
36	11	31	1.000000
37	33	35	5.000000
38	10	21	9.000000
39	44	59	8.000000
40	41	51	1.000000
41	48	59	9.000000
42	2	0	7.000000
43	18	30	3.000000
44	46	17	5.000000
45	24	40	8.000000
46	25	56	10.000000
47	20	24	4.000000
48	18	32	10.000000
49	49	7	3.000000
50	18	45	9.000000
51	35	49	4.000000
52	36	41	1.000000
53	5	51	2.000000
54	21	14	8.000000
55	29	6	9.000000
56	28	8	10.000000
57	58	53	2.000000
58	10	4	6.000000
59	17	9	5.000000
60	2	53	10.000000
61	3	57	3.000000
62	17	33	6.000000
63	36	26	8.000000
64	25	55	5.000000
65	25	47	10.000000
66	17	51	10.000000
67	17	57	5.000000
68	8	5	6.000000
69	24	54	10.000000
70	36	10	4.000000
71	2	44	6.000000
72	57	40	8.000000
73	29	25	1.000000
74	29	52	9.000000
75	52	57	2.000000
76	57	54	10.000000
77	53	6	10.000000
78	26	16	8.000000
79	12	54	9.000000
80	3	10	3.000000
81	14	24	6.000000
82	41	59	4.000000
83	50	35	5.000000
84	59	36	10.000000
85	33	53	1.000000
86	56	43	3.000000
87	18	37	1.000000
88	28	2	2.000000
89	21	37	10.000000
