0	150	168	8.000000
1	114	160	8.000000
2	17	33	2.000000
3	100	1	2.000000
4	198	163	8.000000
5	29	109	8.000000
6	75	76	1.000000
7	71	136	2.000000
8	27	84	7.000000
9	142	191	1.000000
10	25	10	5.000000
11	113	95	6.000000
12	149	157	2.000000
13	101	8	1.000000
14	16	98	8.000000
15	38	35	8.000000
16	60	116	2.000000
17	153	24	2.000000
18	8	55	6.000000
19	23	128	9.000000
20	99	56	7.000000
21	55	45	5.000000
22	172	104	9.000000
23	179	61	10.000000
24	196	138	10.000000
25	168	187	7.000000
26	140	146	10.000000
27	171	56	9.000000
28	99	2	2.000000
29	42	85	2.000000
30	130	194	10.000000
31	64	81	1.000000
32	193	156	8.000000
33	107	67	2.000000
34	185	120	3.000000
35	199	112	1.000000
36	195	97	9.000000
37	129	125	1.000000
38	172	91	7.000000
39	94	80	4.000000
40	154	182	4.000000
41	166	119	2.000000
42	94	30	4.000000
43	54	49	5.000000
44	22	77	1.000000
45	65	112	4.000000
46	92	121	5.000000
47	153	87	9.000000
48	44	174	5.000000
49	58	183	5.000000
50	0	135	5.000000
51	118	169	3.000000
52	41	177	8.000000
53	137	124	1.000000
54	131	48	6.000000
55	134	48	9.000000
56	123	51	3.000000
57	30	23	5.000000
58	49	142	10.000000
59	82	187	9.000000
60	161	3	5.000000
61	164	145	10.000000
62	63	15	10.000000
63	197	52	6.000000
64	31	88	8.000000
65	174	143	2.000000
66	28	90	3.000000
67	84	12	9.000000
68	121	173	10.000000
69	169	79	7.000000
70	37	122	7.000000
71	52	96	6.000000
72	43	19	4.000000
73	132	21	7.000000
74	32	47	8.000000
75	86	143	2.000000
76	26	121	9.000000
77	110	181	7.000000
78	180	185	8.000000
79	15	147	10.000000
80	60	68	7.000000
81	114	151	5.000000
82	185	132	7.000000
83	170	59	2.000000
84	40	94	9.000000
85	126	155	3.000000
86	108	8	5.000000
87	135	159	8.000000
88	44	29	7.000000
89	95	124	10.000000
90	101	144	9.000000
91	130	162	2.000000
92	100	58	10.000000
93	197	91	3.000000
94	103	57	10.000000
95	190	170	4.000000
96	19	20	10.000000
97	148	186	8.000000
98	192	142	8.000000
99	77	198	2.000000
100	72	106	1.000000
101	13	11	10.000000
102	45	61	9.000000
103	20	89	3.000000
104	118	127	6.000000
105	53	117	5.000000
106	107	137	3.000000
107	73	162	9.000000
108	40	9	5.000000
109	189	155	1.000000
110	189	5	5.000000
111	176	27	5.000000
112	36	198	8.000000
113	134	152	10.000000
114	124	77	10.000000
115	99	196	6.000000
116	37	63	9.000000
117	184	119	10.000000
118	18	4	9.000000
119	83	133	3.000000
120	6	105	10.000000
121	66	69	7.000000
122	5	70	2.000000
123	85	114	7.000000
124	14	188	2.000000
125	174	97	3.000000
126	91	48	10.000000
127	124	69	1.000000
128	149	167	5.000000
129	76	105	1.000000
130	51	50	5.000000
131	193	186	6.000000
132	130	127	5.000000
133	3	115	5.000000
134	147	7	5.000000
135	39	175	7.000000
136	24	57	4.000000
137	46	190	4.000000
138	3	108	3.000000
139	186	80	3.000000
140	143	185	6.000000
141	182	140	2.000000
142	17	98	5.000000
143	102	158	3.000000
144	141	93	1.000000
145	50	178	9.000000
146	74	112	8.000000
147	93	177	2.000000
148	58	90	10.000000
149	157	129	2.000000
150	146	187	9.000000
151	153	106	5.000000
152	14	177	6.000000
153	43	75	8.000000
154	133	41	4.000000
155	32	46	5.000000
156	193	4	1.000000
157	157	65	6.000000
158	60	189	7.000000
159	181	197	3.000000
160	78	34	7.000000
161	26	0	7.000000
162	188	99	9.000000
163	145	165	4.000000
164	72	88	4.000000
165	139	4	6.000000
166	23	164	1.000000
167	136	105	9.000000
168	98	123	9.000000
169	46	63	3.000000
170	65	36	1.000000
171	96	59	8.000000
172	62	25	10.000000
173	106	173	6.000000
174	23	102	8.000000
175	172	29	2.000000
176	64	126	4.000000
177	93	35	7.000000
178	13	54	9.000000
179	45	58	2.000000
180	81	10	8.000000
181	42	127	7.000000
182	53	34	9.000000
183	117	40	5.000000
184	18	70	9.000000
185	111	75	1.000000
186	111	54	4.000000
187	148	29	5.000000
188	135	75	5.000000
189	170	39	8.000000
190	150	144	2.000000
191	73	119	9.000000
192	176	199	6.000000
193	36	30	2.000000
194	136	50	5.000000
195	28	128	9.000000
196	41	29	5.000000
197	115	162	7.000000
198	49	37	1.000000
199	64	164	4.000000
200	45	129	9.000000
201	45	119	10.000000
202	165	177	2.000000
203	172	95	3.000000
204	161	60	3.000000
205	124	97	7.000000
206	177	27	4.000000
207	121	51	7.000000
208	109	34	9.000000
209	93	98	1.000000
210	87	55	5.000000
211	64	139	6.000000
212	132	23	6.000000
213	70	114	2.000000
214	108	7	2.000000
215	105	54	5.000000
216	71	106	8.000000
217	141	27	6.000000
218	115	128	7.000000
219	107	195	5.000000
220	156	85	8.000000
221	155	31	4.000000
222	29	68	6.000000
223	69	107	7.000000
224	61	22	4.000000
225	100	57	7.000000
226	138	95	3.000000
227	124	8	2.000000
228	76	175	3.000000
229	190	64	7.000000
230	124	37	10.000000
231	128	147	2.000000
232	62	155	2.000000
233	145	182	6.000000
234	146	40	7.000000
235	183	139	2.000000
236	123	156	4.000000
237	55	71	8.000000
238	132	83	10.000000
239	102	157	5.000000
240	50	60	3.000000
241	33	164	2.000000
242	3	36	8.000000
243	170	159	5.000000
244	127	24	4.000000
245	54	41	7.000000
246	85	71	10.000000
247	69	45	6.000000
248	136	24	8.000000
249	173	17	10.000000
250	105	55	6.000000
251	127	0	9.000000
252	24	62	3.000000
253	25	121	3.000000
254	135	12	4.000000
255	61	79	5.000000
256	7	77	2.000000
257	155	136	4.000000
258	146	46	7.000000
259	14	191	8.000000
260	36	82	5.000000
261	8	40	5.000000
262	70	106	10.000000
263	128	8	4.000000
264	81	31	6.000000
265	141	152	5.000000
266	80	140	5.000000
267	63	199	8.000000
268	119	75	4.000000
269	198	189	8.000000
270	191	171	3.000000
271	117	157	2.000000
272	179	57	3.000000
273	186	5	5.000000
274	25	141	5.000000
275	16	22	6.000000
276	102	141	7.000000
277	57	136	3.000000
278	136	98	10.000000
279	143	39	8.000000
280	77	156	10.000000
281	61	84	3.000000
282	14	44	3.000000
283	29	15	2.000000
284	36	80	2.000000
285	164	92	3.000000
286	94	131	6.000000
287	191	64	5.000000
288	40	161	1.000000
289	155	190	3.000000
290	134	110	3.000000
291	19	51	6.000000
292	117	3	6.000000
293	17	65	8.000000
294	153	25	5.000000
295	108	89	6.000000
296	112	61	1.000000
297	32	35	2.000000
298	38	15	5.000000
299	62	199	10.000000
