0	100	89	7.000000
1	7	122	6.000000
2	34	65	1.000000
3	1	159	9.000000
4	152	127	7.000000
5	56	88	4.000000
6	82	153	2.000000
7	143	18	3.000000
8	53	170	9.000000
9	108	5	3.000000
10	50	116	8.000000
11	27	191	6.000000
12	99	115	6.000000
13	48	15	1.000000
14	29	196	3.000000
15	72	66	1.000000
16	119	31	4.000000
17	107	182	9.000000
18	59	106	1.000000
19	44	146	2.000000
20	53	182	3.000000
21	130	84	1.000000
22	165	4	5.000000
23	155	124	6.000000
24	62	144	2.000000
25	95	148	1.000000
26	73	78	7.000000
27	137	141	2.000000
28	129	194	6.000000
29	77	168	1.000000
30	53	185	9.000000
31	121	162	8.000000
32	184	158	4.000000
33	11	130	1.000000
34	70	35	7.000000
35	198	135	1.000000
36	187	93	3.000000
37	192	158	2.000000
38	156	183	6.000000
39	190	17	5.000000
40	98	160	5.000000
41	31	136	8.000000
42	56	125	1.000000
43	152	94	6.000000
44	43	155	3.000000
45	126	135	8.000000
46	180	30	5.000000
47	95	9	4.000000
48	85	165	5.000000
49	110	161	5.000000
50	0	59	3.000000
51	47	198	9.000000
52	79	147	6.000000
53	63	188	9.000000
54	38	96	4.000000
55	58	45	9.000000
56	144	121	6.000000
57	157	21	1.000000
58	103	24	9.000000
59	172	2	8.000000
60	131	23	4.000000
61	197	147	3.000000
62	123	32	7.000000
63	193	100	2.000000
64	71	184	9.000000
65	87	28	2.000000
66	181	103	8.000000
67	54	148	8.000000
68	74	42	10.000000
69	43	171	4.000000
70	73	44	10.000000
71	179	180	6.000000
72	86	40	8.000000
73	49	43	8.000000
74	60	91	3.000000
75	174	86	10.000000
76	140	66	1.000000
77	13	29	5.000000
78	127	163	1.000000
79	178	76	2.000000
80	117	138	6.000000
81	191	71	3.000000
82	154	57	1.000000
83	112	102	8.000000
84	35	176	7.000000
85	35	160	5.000000
86	14	25	4.000000
87	59	28	2.000000
88	57	96	5.000000
89	26	166	2.000000
90	25	75	9.000000
91	92	72	9.000000
92	33	152	6.000000
93	61	23	3.000000
94	62	138	8.000000
95	196	139	8.000000
96	10	51	9.000000
97	182	12	6.000000
98	199	163	5.000000
99	21	68	3.000000
100	128	39	4.000000
101	108	164	4.000000
102	116	65	5.000000
103	136	177	6.000000
104	108	179	6.000000
105	36	49	4.000000
106	134	113	7.000000
107	164	186	4.000000
108	107	99	6.000000
109	195	150	9.000000
110	111	46	8.000000
111	134	3	1.000000
112	44	42	5.000000
113	118	6	1.000000
114	24	140	1.000000
115	123	8	3.000000
116	193	120	3.000000
117	3	142	10.000000
118	154	104	2.000000
119	105	19	9.000000
120	143	10	5.000000
121	21	151	1.000000
122	167	80	9.000000
123	135	172	10.000000
124	175	116	8.000000
125	190	55	1.000000
126	145	188	2.000000
127	46	117	5.000000
128	129	70	5.000000
129	101	138	10.000000
130	9	151	7.000000
131	20	122	5.000000
132	48	105	1.000000
133	70	141	5.000000
134	112	1	8.000000
135	109	190	1.000000
136	23	189	1.000000
137	174	132	9.000000
138	15	1	5.000000
139	22	93	8.000000
140	80	60	8.000000
141	85	156	2.000000
142	163	171	5.000000
143	116	94	8.000000
144	129	145	9.000000
145	114	80	3.000000
146	84	169	9.000000
147	159	89	4.000000
148	97	130	8.000000
149	2	178	9.000000
150	81	198	10.000000
151	80	131	8.000000
152	95	41	5.000000
153	11	87	5.000000
154	156	88	6.000000
155	149	112	7.000000
156	154	67	2.000000
157	26	138	5.000000
158	79	117	3.000000
159	172	16	7.000000
160	83	45	9.000000
161	82	118	8.000000
162	39	57	5.000000
163	133	123	7.000000
164	68	90	1.000000
165	122	142	2.000000
166	27	179	8.000000
167	125	8	4.000000
168	122	124	6.000000
169	69	39	8.000000
170	58	28	5.000000
171	131	29	2.000000
172	177	178	8.000000
173	93	20	7.000000
174	37	52	6.000000
175	137	142	9.000000
176	113	18	1.000000
177	120	166	6.000000
178	195	56	8.000000
179	173	160	9.000000
180	37	75	2.000000
181	73	5	9.000000
182	143	64	3.000000
183	89	170	6.000000
184	114	25	5.000000
185	8	168	2.000000
186	83	68	5.000000
187	181	141	1.000000
188	154	24	5.000000
189	13	133	6.000000
190	40	63	7.000000
191	0	82	4.000000
192	167	164	5.000000
193	0	79	6.000000
194	117	39	5.000000
195	161	156	10.000000
196	109	172	8.000000
197	34	136	2.000000
198	107	61	1.000000
199	62	7	7.000000
200	35	7	8.000000
201	128	87	6.000000
202	129	122	6.000000
203	42	70	5.000000
204	12	189	9.000000
205	115	20	2.000000
206	195	90	1.000000
207	31	134	1.000000
208	157	46	8.000000
209	12	29	10.000000
210	165	157	6.000000
211	11	37	2.000000
212	19	173	4.000000
213	81	141	3.000000
214	98	130	9.000000
215	83	1	8.000000
216	98	145	2.000000
217	160	47	2.000000
218	121	110	2.000000
219	107	44	6.000000
220	30	19	4.000000
221	128	7	10.000000
222	193	9	3.000000
223	99	61	3.000000
224	55	23	7.000000
225	66	86	2.000000
226	67	189	5.000000
227	126	62	5.000000
228	91	124	4.000000
229	41	45	5.000000
230	182	186	8.000000
231	117	194	2.000000
232	167	59	7.000000
233	46	181	3.000000
234	62	6	10.000000
235	127	77	3.000000
236	103	105	10.000000
237	16	27	3.000000
238	127	194	8.000000
239	99	123	2.000000
240	102	41	3.000000
241	57	169	7.000000
242	176	29	3.000000
243	143	44	7.000000
244	110	45	8.000000
245	54	144	9.000000
246	18	1	3.000000
247	9	7	6.000000
248	193	45	7.000000
249	34	170	9.000000
250	41	73	4.000000
251	93	108	6.000000
252	77	170	8.000000
253	194	82	4.000000
254	90	164	4.000000
255	51	102	1.000000
256	76	72	1.000000
257	52	160	9.000000
258	193	99	8.000000
259	38	70	1.000000
260	68	169	5.000000
261	10	175	7.000000
262	193	172	8.000000
263	28	21	9.000000
264	178	197	4.000000
265	85	109	4.000000
266	132	188	4.000000
267	104	139	7.000000
268	2	196	6.000000
269	186	155	4.000000
270	67	69	8.000000
271	122	112	1.000000
272	17	50	9.000000
273	52	130	5.000000
274	72	144	10.000000
275	101	158	1.000000
276	84	188	7.000000
277	145	165	10.000000
278	193	31	8.000000
279	67	14	2.000000
280	75	153	7.000000
281	105	126	10.000000
282	18	161	6.000000
283	63	27	5.000000
284	31	145	6.000000
285	108	89	3.000000
286	151	17	1.000000
287	115	97	8.000000
288	157	188	8.000000
289	70	142	2.000000
290	124	4	2.000000
291	137	169	1.000000
292	19	86	4.000000
293	177	9	10.000000
294	135	176	5.000000
295	35	113	6.000000
296	180	107	4.000000
297	175	71	3.000000
298	94	61	8.000000
299	70	48	4.000000
300	191	46	7.000000
301	143	45	10.000000
302	116	168	9.000000
303	51	37	4.000000
304	3	90	7.000000
305	188	27	2.000000
306	178	105	2.000000
307	96	41	10.000000
308	91	43	6.000000
309	33	80	7.000000
310	90	20	10.000000
311	125	163	6.000000
312	136	123	1.000000
313	118	139	7.000000
314	113	50	4.000000
315	136	6	4.000000
316	4	52	10.000000
317	52	10	1.000000
318	104	129	3.000000
319	11	39	10.000000
320	65	79	7.000000
321	141	129	3.000000
322	14	29	7.000000
323	141	195	10.000000
324	82	140	2.000000
325	46	174	3.000000
326	117	116	9.000000
327	110	2	2.000000
328	22	71	9.000000
329	79	149	3.000000
330	43	103	5.000000
331	89	146	2.000000
332	140	185	10.000000
333	95	181	10.000000
334	91	36	9.000000
335	26	62	6.000000
336	103	62	5.000000
337	58	134	2.000000
338	30	162	4.000000
339	187	198	1.000000
340	24	33	8.000000
341	178	101	2.000000
342	40	30	4.000000
343	58	138	5.000000
344	105	34	6.000000
345	98	56	10.000000
346	12	40	6.000000
347	82	14	7.000000
348	166	108	2.000000
349	184	181	10.000000
350	58	97	3.000000
351	161	98	10.000000
352	137	70	1.000000
353	117	51	7.000000
354	7	6	1.000000
355	151	13	9.000000
356	32	124	1.000000
357	92	137	10.000000
358	133	42	6.000000
359	187	164	5.000000
360	74	59	2.000000
361	123	124	6.000000
362	167	165	7.000000
363	178	80	9.000000
364	189	167	2.000000
365	115	145	4.000000
366	139	144	2.000000
367	174	180	6.000000
368	51	77	5.000000
369	187	83	1.000000
370	105	76	7.000000
371	113	167	8.000000
372	44	28	3.000000
373	1	69	7.000000
374	118	77	9.000000
375	146	174	4.000000
376	130	91	10.000000
377	181	156	5.000000
378	133	68	3.000000
379	8	52	6.000000
380	90	114	9.000000
381	6	145	1.000000
382	196	121	2.000000
383	49	100	9.000000
384	79	14	4.000000
385	132	23	10.000000
386	190	185	6.000000
387	97	52	9.000000
388	169	69	2.000000
