0	7	49	6.000000
1	34	15	8.000000
2	54	30	1.000000
3	8	52	1.000000
4	41	35	6.000000
5	58	37	7.000000
6	7	2	8.000000
7	59	22	9.000000
8	12	18	1.000000
9	27	6	7.000000
10	1	4	6.000000
11	23	39	8.000000
12	6	11	4.000000
13	33	25	5.000000
14	52	47	4.000000
15	50	8	1.000000
16	9	53	5.000000
17	57	51	9.000000
18	17	24	8.000000
19	42	48	6.000000
20	45	42	10.000000
21	28	48	6.000000
22	51	34	4.000000
23	56	59	3.000000
24	10	44	8.000000
25	23	32	4.000000
26	19	45	10.000000
27	30	19	8.000000
28	31	1	8.000000
29	1	11	10.000000
30	29	16	6.000000
31	10	55	4.000000
32	3	5	4.000000
33	49	14	4.000000
34	21	33	9.000000
35	21	51	6.000000
36	20	53	9.000000
37	0	55	10.000000
38	46	38	7.000000
39	58	20	1.000000
40	56	47	5.000000
41	24	38	3.000000
42	20	26	4.000000
43	49	1	4.000000
44	35	16	8.000000
45	3	32	1.000000
46	3	36	1.000000
47	29	13	2.000000
48	30	12	1.000000
49	11	16	4.000000
50	36	21	1.000000
51	38	50	1.000000
52	40	43	4.000000
53	18	40	9.000000
54	16	9	4.000000
55	54	24	7.000000
56	32	7	1.000000
57	24	44	5.000000
58	43	35	1.000000
59	15	58	10.000000
60	9	13	3.000000
61	49	0	5.000000
62	22	29	10.000000
63	40	33	3.000000
64	45	50	10.000000
65	25	52	2.000000
